H_ery_ID	peak_count	sig_peak_count	proportion_sig	SPU.hit	SPU.common_name	common_name	SPU.family	SPU.description	GRN	DE	PMC	sig_peak_count_ns	proportion_sig_ns
HER_15813.t1	1	0	0	SPU_013163	Sp-Suz12	Suz12	polycomb	Suz12 homolog	FALSE	FALSE	FALSE	0	0
HER_15815.t1	1	0	0	SPU_028862	none	NA	none	none	FALSE	TRUE	FALSE	0	0
HER_15816.t1	2	0	0	SPU_028864	Sp-Prss7L_2	Prss7L_2	Tryp_SPc superfamily, CUB superfamily	protease, serine, 7 (enterokinase)-like-2	FALSE	TRUE	FALSE	0	0
HER_40030.t1	2	0	0	SPU_024849	Sp-Rft1	Rft1	MATE	RFT1 (S. cerevisiae) homolog, putative endoplasmic reticulum transmembrane protein, Sp-Rft_1	FALSE	TRUE	FALSE	0	0
HER_15830.t1	1	0	0	SPU_021871	Sp-Rdh1_2	Rdh1_2	none	retinol dehydrogenase type 1 	FALSE	TRUE	FALSE	0	0
HER_15840.t1	1	0	0	SPU_021873	Sp-Rdh8_8	Rdh8_8	none	retinol dehydrogenase 8	FALSE	TRUE	FALSE	0	0
HER_15842.t1_HER_15843.t1.1.5f2d752e	6	0	0	SPU_027921	Sp-Dmc1	Dmc1	none	DNA recombination factor	FALSE	FALSE	TRUE	0	0
HER_15849.t1	6	0	0	SPU_016792	Sp-Tob	Tob	Tob	Transducer of erbB-2 	FALSE	TRUE	TRUE	0	0
HER_40033.t2	1	0	0	SPU_026007	none	NA	none	none	FALSE	TRUE	FALSE	0	0
HER_15866.t1	2	2	1	SPU_003399	Sp-Hypp3088	Hypp3088	none	hypothetical protein-3088, TCR domain containing; Sp-Hypp_3088	FALSE	TRUE	FALSE	2	1
HER_15891.t1	1	0	0	SPU_012450	none	NA	none	none	FALSE	FALSE	FALSE	0	0
HER_40036.t1	1	0	0	SPU_026011	Sp-Wdr49	Wdr49	WD40 superfamily	WD repeat domain 49	FALSE	TRUE	FALSE	0	0
HER_15894.t1	1	0	0	SPU_000260	Sp-PbL1	PbL1	phospholipase_B superfamily	putative phospholipase B-like protein 1 precursor	FALSE	TRUE	FALSE	0	0
HER_15908.t1	1	0	0	SPU_024506	none	NA	none	none	FALSE	TRUE	FALSE	0	0
HER_15927.t1	2	0	0	SPU_004418	Sp-Lrrc45	Lrrc45	LRR_RI superfamily	leucine rich repeat containing 45	FALSE	TRUE	FALSE	0	0
HER_15929.t1	1	0	0	SPU_017832	Sp-Arl7	Arl7	Ras superfamily, ARF family	ADP-Ribosylation Factor-Like 7	FALSE	TRUE	FALSE	0	0
HER_40038.t1	1	0	0	SPU_026011	Sp-Wdr49	Wdr49	WD40 superfamily	WD repeat domain 49	FALSE	TRUE	FALSE	0	0
HER_15944.t1_HER_15946.t1	9	0	0	SPU_002435	Sp-Sdk2	Sdk2	none	Sidekick 2	FALSE	FALSE	FALSE	0	0
HER_15950.t1	1	0	0	SPU_026927	Sp-Hypp_1192	Hypp_1192	Glyco_transf_10 superfamily	hypothetical protein-1192; fucosyltransferase 3 (galactoside 3(4)-L-fucosyltransferase, Lewis blood group)-like	FALSE	FALSE	FALSE	0	0
HER_15953.t1	2	0	0	SPU_021899	none	NA	none	none	FALSE	TRUE	FALSE	0	0
HER_15954.t1	1	0	0	SPU_021898	none	NA	none	none	FALSE	FALSE	FALSE	0	0
HER_15958.t1	2	0	0	SPU_028203	Sp-ApobL	ApobL	lipocalcin superfamily	apolipoprotein B like	FALSE	TRUE	FALSE	0	0
HER_15962.t1_HER_15964.t1	1	0	0	SPU_028638	Sp-Paqr6	Paqr6	HlyIII superfamily	progestin and adipoQ receptor family member VI	FALSE	TRUE	FALSE	0	0
HER_15969.t1	1	0	0	SPU_028635	Sp-C20orf3_2	C20orf3_2	none	chromosome 20 open reading frame 3 - duplicate	FALSE	FALSE	FALSE	0	0
HER_15973.t1	1	0	0	SPU_016955	Sp-Mfsd6l_2	Mfsd6l_2	MFS superfamily	major facilitator superfamily domain containing 6-like-2	FALSE	TRUE	FALSE	0	0
HER_15980.t1	4	0	0	SPU_011905	Sp-Hypp_664	Hypp_664	none	hypothetical protein-664; pre-acrosome localization protein-like; 5-azacytidine induced 1-like	FALSE	FALSE	FALSE	0	0
HER_15981.t2	1	0	0	SPU_011129	Sp-Cnot3_1	Cnot3_1	NOT2_3_5 superfamily	CCR4-NOT transcription factor 3-1	FALSE	FALSE	FALSE	0	0
HER_15981.t1	1	0	0	SPU_011129	Sp-Cnot3_1	Cnot3_1	NOT2_3_5 superfamily	CCR4-NOT transcription factor 3-1	FALSE	FALSE	FALSE	0	0
HER_15983.t1.1.5f2c6c6b	3	1	0.333333333333333	SPU_007614	Sp-Actg1	Actg1	actin superfamily	actin, gamma 1	FALSE	TRUE	FALSE	0	0
HER_15983.t1	3	0	0	SPU_007614	Sp-Actg1	Actg1	actin superfamily	actin, gamma 1	FALSE	TRUE	FALSE	0	0
HER_15984.t1	3	0	0	SPU_010906	Sp-Chtf18	Chtf18	none	CTF18, chromosome transmission fidelity factor 18 homolog	FALSE	TRUE	FALSE	0	0
HER_15985.t1	4	0	0	SPU_005840	Sp-Tep1L_5	Tep1L_5	none	telomerase-associated protein 1-like-5	FALSE	FALSE	FALSE	0	0
HER_15986.t1	2	0	0	SPU_005839	Sp-Aco2	Aco2	none	Aconitate hydratase, mitochondrial precursor (Citrate hydro-lyase) (Aconitase)	FALSE	TRUE	FALSE	1	0.5
HER_40040.t1	10	0	0	SPU_026008	Sp-FcolI/II/IIIf	FcolI/II/IIIf	collagen-fibrillar I/II/III	none	FALSE	TRUE	FALSE	0	0
HER_15987.t1	1	0	0	SPU_018608	Sp-Lrr/Igr_11	Lrr/Igr_11	LRR/Ig receptor	none	FALSE	FALSE	FALSE	0	0
HER_15991.t1	2	0	0	SPU_026603	Sp-Hypp_2858	Hypp_2858	none	hypothetical protein-2858	FALSE	TRUE	FALSE	0	0
HER_15996.t1	1	0	0	SPU_001438	Sp-CckbrL	CckbrL	7TM GPCR_1 superfamily	cholecystokinin B receptor-like	FALSE	FALSE	FALSE	0	0
HER_15998.t1	1	0	0	SPU_005790	Sp-Tmem104	Tmem104	AA_permease superfamily	transmembrane protein 104	FALSE	TRUE	FALSE	0	0
HER_15999.t1	2	0	0	SPU_005791	Sp-Iqck	Iqck	none	IQ motif containing K	FALSE	FALSE	FALSE	0	0
HER_16002.t1	2	0	0	SPU_006007	Sp-Kiaa0141L	Kiaa0141L	Sel1 superfamily	KIAA0141 protein-like	FALSE	TRUE	FALSE	0	0
HER_16003.t1	1	0	0	SPU_011467	Sp-Rab40	Rab40	Ras superfamily, RAB family	RAS-related protein RAB-40, Rab40a/b/c-like, Sp-Rab40_1	FALSE	TRUE	FALSE	0	0
HER_16004.t1	1	0	0	SPU_027124	Sp-Unc44_352	Unc44_352	ankyrin superfamily	ankyrin2,3/unc44-352	FALSE	FALSE	FALSE	0	0
HER_16006.t1	3	0	0	SPU_015508	Sp-Vwa3aL2	Vwa3aL2	vWFA	von Willebrand factor A domain containing 3A-like 2, Sp-Vwa	FALSE	FALSE	FALSE	0	0
HER_16007.t1	4	0	0	SPU_014414	Sp-Hypp_99	Hypp_99	Death superfamily	hypothetical protein-99; leucine rich repeat containing	FALSE	TRUE	FALSE	0	0
HER_16012.t1	2	0	0	SPU_024214	Sp-Mrpl12-like	Mrpl12	none	mitochondrial ribosomal protein L12	FALSE	TRUE	FALSE	0	0
HER_16013.t1	2	0	0	SPU_021612	Sp-Prkdc	Prkdc	none	protein kinase, DNA-activated, catalytic polypeptide	FALSE	TRUE	FALSE	0	0
HER_16081.t1	2	0	0	SPU_025772	Sp-Calseq	Calseq	ER/SR buffer/chaperone	ER calcustorin, Protein disulfide isomerase (pdi)	FALSE	TRUE	FALSE	0	0
HER_16095.t1	1	0	0	SPU_000603	Sp-Z135	Z135	zf-C2H2	zinc finger protein 135	FALSE	FALSE	FALSE	0	0
HER_16103.t1.1.5f2c6c6c	1	1	1	SPU_000604	none	NA	none	none	FALSE	TRUE	FALSE	1	1
HER_16104.t1	2	0	0	SPU_016878	Sp-Slc39a11	Slc39a11	none	Solute carrier family 39 (metal ion transporter), member 11 	FALSE	FALSE	FALSE	0	0
HER_16107.t1	13	0	0	SPU_016881	Sp-SoxE	SoxE	sox-hmg	SRY (sex determining region Y)-box E, Sox8/9/10	TRUE	TRUE	FALSE	0	0
HER_16109.t1	10	2	0.2	SPU_001342	none	NA	none	none	FALSE	TRUE	FALSE	0	0
HER_16114.t1	3	0	0	SPU_022370	Sp-Echs1	Echs1	enoyl-CoA hydratase	enoyl Coenzyme A hydratase, short chain, 1, mitochondrial; SCEH	FALSE	TRUE	FALSE	0	0
HER_16115.t1	4	0	0	SPU_022371	Sp-Rej6	Rej6	REJ	receptor for egg jelly 6	FALSE	TRUE	FALSE	0	0
HER_16123.t1	1	0	0	SPU_005255	Sp-Hypp_5	Hypp_5	SAP superfamily	hypothetical protein-5; polycystic kidney disease 1-like	FALSE	TRUE	FALSE	0	0
HER_16124.t1	11	0	0	SPU_005255	Sp-Hypp_5	Hypp_5	SAP superfamily	hypothetical protein-5; polycystic kidney disease 1-like	FALSE	TRUE	FALSE	0	0
HER_16125.t1	4	0	0	SPU_005257	Sp-Ube2s	Ube2s	UBCc superfamily	ubiquitin-conjugating enzyme E2S	FALSE	FALSE	FALSE	0	0
HER_16126.t1	2	1	0.5	SPU_005254	Sp-Tab1	Tab1	Mitogen Activated Protein kinase Kinase Kinase	Map3k7ip1	FALSE	FALSE	FALSE	0	0
HER_16127.t1	3	0	0	SPU_005258	Sp-Sgsm3	Sgsm3	SH3 superfamily, RUN superfamily	small G protein signaling modulator 3; Rab-GTPase-activating protein-like protein; RUN and TBC1 domain containing 3	FALSE	FALSE	FALSE	1	0.333333333333333
HER_16128.t1	6	1	0.166666666666667	SPU_021343	none	NA	none	none	FALSE	TRUE	FALSE	1	0.166666666666667
HER_16134.t1	1	0	0	SPU_021338	Sp-Hypp_1022	Hypp_1022	none	hypothetical protein-1022	FALSE	FALSE	FALSE	0	0
HER_40048.t1	7	0	0	SPU_005166	Sp-Hypp_3079	Hypp_3079	none	hypothetical protein-3079	FALSE	TRUE	FALSE	0	0
HER_16137.t1	6	1	0.166666666666667	SPU_021344	none	NA	none	none	FALSE	TRUE	TRUE	0	0
HER_16138.t1	2	0	0	SPU_021337	none	NA	none	none	FALSE	TRUE	FALSE	0	0
HER_16152.t1	1	0	0	SPU_010349	none	NA	none	none	FALSE	TRUE	FALSE	0	0
HER_16159.t1	2	0	0	SPU_016288	Sp-Cnpy4	Cnpy4	none	canopy 4 homolog (zebrafish)	FALSE	TRUE	TRUE	0	0
HER_40049.t1	2	0	0	SPU_005166	Sp-Hypp_3079	Hypp_3079	none	hypothetical protein-3079	FALSE	TRUE	FALSE	0	0
HER_16160.t1	2	0	0	SPU_016289	Sp-Dom3hz	Dom3hz	RAI1 superfamily	DOM-3 homolog Z (C. elegans)	FALSE	TRUE	FALSE	0	0
HER_16165.t1	3	0	0	SPU_016655	Sp-Kif19	Kif19	kinesin	kinesin family member 19 [Homo sapiens], kinesin family member 18A [Homo sapiens]	FALSE	TRUE	FALSE	0	0
HER_16195.t1	3	0	0	SPU_006701	Sp-Njmur1	Njmur1	Njmu-R1-like	protein Njmu-R1	FALSE	FALSE	FALSE	0	0
HER_16196.t1	4	0	0	SPU_006699	Sp-Ia1/Ic140-1	Ia1/Ic140	dynein intermediate chain 3	Dynein intermediate chain 3, IA1-IC140	FALSE	TRUE	FALSE	0	0
HER_40051.t1	6	0	0	SPU_005167	Sp-Col805b_2	Col805b_2	collagen-fibrillar I/II/III	none	FALSE	TRUE	FALSE	1	0.166666666666667
HER_16204.t1	1	0	0	SPU_001539	none	NA	none	none	FALSE	FALSE	FALSE	0	0
HER_16205.t1	4	0	0	SPU_001541	Sp-Bud31_1	Bud31_1	none	G10 protein 	FALSE	TRUE	FALSE	0	0
HER_16206.t1	6	0	0	SPU_001500	Sp-Ck1d	Ck1d	casein kinase I delta	Sp-casein kinase I delta	FALSE	FALSE	FALSE	0	0
HER_16207.t1	2	0	0	SPU_010076	none	NA	none	none	FALSE	FALSE	FALSE	0	0
HER_16211.t1	5	0	0	SPU_010085	Sp-Tmem184bL	Tmem184bL	Organic solute transporter Ostalpha	transmembrane protein 184b-like, Tmem184a/b-like, Sp-Tmem184b	FALSE	TRUE	FALSE	1	0.2
HER_16216.t1	3	0	0	SPU_019156	Sp-Hypp_148	Hypp_148	none	hypothetical protein-148; retinoic acid induced 1-like	FALSE	TRUE	FALSE	0	0
HER_16217.t1	1	0	0	SPU_000570	Sp-Hypp_308	Hypp_308	none	hypothetical protein-308	FALSE	TRUE	FALSE	0	0
HER_16220.t1	8	0	0	SPU_020391	Sp-Cox10	Cox10	none	COX10 homolog, cytochrome c oxidase assembly protein, heme A: farnesyltransferase 	FALSE	TRUE	FALSE	0	0
HER_16222.t1	9	0	0	SPU_017271	Sp-Dnah9_1	Dnah9_1	none	dynein, axonemal, heavy chain 9  - part II	FALSE	TRUE	FALSE	0	0
HER_16225.t1	4	0	0	SPU_023643	Sp-RasDL	RasDL	Ras family	RasD Like, Dexamethasone-induced Ras-related protein Like	FALSE	FALSE	FALSE	0	0
HER_16226.t1	1	0	0	SPU_023646	Sp-Wbp2nL	Wbp2nL	none	WBP2 N-terminal like	FALSE	TRUE	FALSE	0	0
HER_16227.t1	2	0	0	SPU_016497	Sp-Hypp_827	Hypp_827	SCP superfamily, HX superfamily	hypothetical protein-827; peptidase inhibitor 16-like	FALSE	TRUE	FALSE	0	0
HER_16228.t1	5	0	0	SPU_027328	Sp-Mt5/6L2	Mt5/6L2	M10 peptidase	matrix metalloproteinase 24, MT5-mmp	FALSE	FALSE	FALSE	0	0
HER_16230.t1	1	0	0	SPU_014974	Sp-Btaf1	Btaf1	none	RNA polymerase II, B-TFIID transcription factor-associated	FALSE	TRUE	FALSE	0	0
HER_16232.t1	5	0	0	SPU_013881	Sp-Hypp_2113	Hypp_2113	LDL_receptorecept_b superfamily	hypothetical protein-2113	FALSE	TRUE	FALSE	1	0.2
HER_16239.t1	4	3	0.75	SPU_027329	Sp-TstL	TstL	TST_Repeat superfamily, RING-finger superfamily, BBOX superfamily, BBC superfamily	thiosulfate sulfurtransferase (rhodanese)-like	FALSE	FALSE	FALSE	0	0
HER_16241.t1	1	1	1	SPU_017998	Sp-Ercc1	Ercc1	none	Excision repair cross-complementing rodent repair deficiency, complementation group 1 	FALSE	TRUE	FALSE	0	0
HER_40053.t1	2	1	0.5	SPU_005168	Sp-Ache-13	Ache	esterase-lipase superfamily	acetylcholinesterase-13	FALSE	TRUE	FALSE	0	0
HER_16246.t1	2	1	0.5	SPU_006282	Sp-Lim2L	Lim2L	PMP22_Claudin superfamily	lens intrinsic membrane protein 2-like	FALSE	FALSE	FALSE	0	0
HER_16274.t1	15	0	0	SPU_027330	Sp-Bahcc1	Bahcc1	BAH superfamily	BAH domain and coiled-coil containing 1	FALSE	FALSE	FALSE	0	0
HER_16275.t1	6	0	0	SPU_017728	Sp-Wdr90-3	Wdr90	WD40 superfamily	WD repeat domain 90-3	FALSE	FALSE	FALSE	0	0
HER_16277.t1	1	0	0	SPU_008017	Sp-Rrn3	Rrn3	RRN3 superfamily	RRN3 protein; RRN3 RNA polymerase I transcription factor homolog (S. cerevisiae)	FALSE	TRUE	FALSE	0	0
HER_16279.t1	1	0	0	SPU_012125	none	NA	none	none	FALSE	TRUE	FALSE	0	0
HER_16281.t1	3	1	0.333333333333333	SPU_012126	Sp-Hypp_2018	Hypp_2018	DUF395 superfamily	hypothetical protein-2018	FALSE	TRUE	FALSE	0	0
HER_16290.t1	2	1	0.5	SPU_001247	Sp-Psmd12	Psmd12	PCI superfamily	proteasome (prosome, macropain) 26S subunit, non-ATPase, 12	FALSE	FALSE	FALSE	0	0
HER_40055.t1	5	0	0	SPU_005169	Sp-Hox5	Hox5	homeobox-HOXL	homeobox 5	FALSE	TRUE	FALSE	0	0
HER_16292.t1	3	0	0	SPU_026836	Sp-Hypp_261	Hypp_261	none	hypothetical protein-261	FALSE	TRUE	FALSE	1	0.333333333333333
HER_16295.t1	2	0	0	SPU_026835	Sp-Fuca2_2	Fuca2_2	none	fucosidase, alpha-L-2, plasma 	FALSE	TRUE	FALSE	1	0.5
HER_16296.t1	1	0	0	SPU_026834	Sp-Fuca2_1	Fuca2_1	none	fucosidase, alpha-L-2, plasma 	FALSE	TRUE	FALSE	0	0
HER_16297.t1	3	0	0	SPU_027972	Sp-Grwd1	Grwd1	WD40 superfamily	glutamate-rich WD repeat containing 1	FALSE	TRUE	FALSE	0	0
HER_16298.t1	1	0	0	SPU_027973	none	NA	none	none	FALSE	FALSE	FALSE	0	0
HER_16299.t1	3	0	0	SPU_027971	Sp-Cacng5L	Cacng5L	PMP22_Claudin superfamily	calcium channel, voltage-dependent, gamma subunit 5-like	FALSE	TRUE	FALSE	0	0
HER_16300.t1	1	1	1	SPU_027974	Sp-Arpc1a	Arpc1a	WD40 superfamily	actin related protein 2/3 complex, subunit 1A	FALSE	TRUE	FALSE	0	0
HER_16301.t1	3	1	0.333333333333333	SPU_027975	Sp-Pms2	Pms2	none	postmeiotic segregation increased 2	FALSE	TRUE	FALSE	1	0.333333333333333
HER_16302.t1	3	0	0	SPU_027970	Sp-Gfer	Gfer	none	erv1-like growth factor 	FALSE	TRUE	FALSE	0	0
HER_16303.t1	8	2	0.25	SPU_027969	Sp-FoxJ1	FoxJ1	Forkhead	forkhead box J1	TRUE	TRUE	FALSE	0	0
HER_16304.t1	3	0	0	SPU_014235	Sp-Abi1L	Abi1L	Abi_HHR superfamily, SH3 superfamily	abl-interactor 1-like	FALSE	FALSE	FALSE	0	0
HER_16306.t1	1	0	0	SPU_027976	Sp-Ecd	Ecd	none	suppressor of S. cerevisiae gcr2	FALSE	TRUE	FALSE	0	0
HER_16308.t1	4	0	0	SPU_027967	Sp-Unk_33	Unk_33	none	none	FALSE	FALSE	FALSE	1	0.25
HER_16310.t1	9	0	0	SPU_027967	Sp-Unk_33	Unk_33	none	none	FALSE	FALSE	FALSE	1	0.111111111111111
HER_16318.t1	9	0	0	SPU_001081	Sp-Heatr2	Heatr2	none	HEAT repeat containing 2	FALSE	TRUE	FALSE	1	0.111111111111111
HER_16332.t1	4	0	0	SPU_017190	Sp-Rab11fip3L	Rab11fip3L	RBD_FIP superfamily	RAB11 family interacting protein 3 (class II)-like; KIAA0665 protein-like	FALSE	FALSE	FALSE	0	0
HER_16333.t2	10	0	0	SPU_015544	Sp-Llgl	Llgl	none	lethal giant larvae homolog, l(2)gl homolog, Llgl1/2, Sp-Llgl1, Sp-Llgl2	FALSE	TRUE	FALSE	2	0.2
HER_16334.t1	11	0	0	SPU_016514	Sp-Sept3L	Sept3L	septin	septin 3-like, Sept3/9/12, Sp-Sept3, Sp-Sept9L	FALSE	TRUE	FALSE	1	0.0909090909090909
HER_16334.t1.1.5f2c6c70	2	0	0	SPU_016514	Sp-Sept3L	Sept3L	septin	septin 3-like, Sept3/9/12, Sp-Sept3, Sp-Sept9L	FALSE	TRUE	FALSE	1	0.5
HER_16334.t1.2.5f2c6c70	2	0	0	SPU_016514	Sp-Sept3L	Sept3L	septin	septin 3-like, Sept3/9/12, Sp-Sept3, Sp-Sept9L	FALSE	TRUE	FALSE	0	0
HER_16335.t1	3	0	0	SPU_025010	Sp-FoxK	FoxK	Forkhead	forkhead box K, Foxk1/2-like	TRUE	TRUE	FALSE	0	0
HER_40057.t1	8	0	0	SPU_005171	Sp-Hox6	Hox6	homeobox-HOXL	homeobox 6	FALSE	FALSE	FALSE	1	0.125
HER_16342.t1	4	0	0	SPU_008446	Sp-Hypp_1784	Hypp_1784	none	hypothetical protein-1784	FALSE	FALSE	FALSE	0	0
HER_16343.t1	1	0	0	SPU_008448	Sp-Mgc16943L	Mgc16943L	none	hypothetical protein LOC112479	FALSE	TRUE	FALSE	0	0
HER_16345.t1	4	0	0	SPU_024793	Sp-Gol/Dup	Gol/Dup	G alpha GTPase	none	FALSE	FALSE	FALSE	1	0.25
HER_16348.t1	7	0	0	SPU_006027	Sp-Syngr3	Syngr3	MARVEL superfamily	synaptogyrin 3	FALSE	TRUE	TRUE	0	0
HER_40059.t1	9	0	0	SPU_002634	Sp-Hox7	Hox7	homeobox-HOXL	homeobox 7, Sp-Hox7_1	TRUE	FALSE	FALSE	1	0.111111111111111
HER_16349.t1	2	0	0	SPU_006026	Sp-Lmr	Lmr	none	Lemur tyrosine kinase, Lmtk	FALSE	TRUE	FALSE	0	0
HER_16351.t1.1.5f2c6c71	4	0	0	SPU_026856	Sp-GrprL	GrprL	7TM GPCR_1 superfamily	gastrin releasing peptide receptor-like	FALSE	TRUE	FALSE	1	0.25
HER_16354.t1	1	0	0	SPU_024961	Sp-Hypp_2760	Hypp_2760	ankyrin superfamily	hypothetical protein-2760	FALSE	TRUE	FALSE	0	0
HER_16367.t1	2	1	0.5	SPU_006318	Sp-Wipi2	Wipi2	WD40 superfamily	WD repeat domain, phosphoinositide-interacting 2	FALSE	TRUE	FALSE	0	0
HER_16368.t2	3	1	0.333333333333333	SPU_017281	Sp-Fuca2_4	Fuca2_4	none	Plasma alpha-L-fucosidase precursor (Alpha-L-fucosidase 2) (Alpha-L-fucoside fucohydrolase 2)	FALSE	TRUE	FALSE	0	0
HER_16374.t1	2	0	0	SPU_027072	Sp-Tecpr1	Tecpr1	DysFN superfamily, Hyd_WA superfamily, sialidase superfamily	tectonin beta-propeller repeat containing 1	FALSE	TRUE	TRUE	0	0
HER_16375.t1	1	0	0	SPU_010348	none	NA	none	none	FALSE	TRUE	FALSE	0	0
HER_16377.t1	1	0	0	SPU_014166	none	NA	none	none	FALSE	FALSE	FALSE	0	0
HER_16378.t1	1	0	0	SPU_014168	Sp-AT_V	AT_V	AAT_I superfamily, AANH-like superfamily	aminotransferase class V (bacterial)	FALSE	FALSE	FALSE	0	0
HER_16400.t1	2	0	0	SPU_012637	Sp-Caskin1	Caskin1	ankyrin superfamily	CASK interacting protein 1	FALSE	TRUE	FALSE	0	0
HER_16401.t1	1	0	0	SPU_014325	none	NA	none	none	FALSE	FALSE	FALSE	0	0
HER_40060.t1	5	0	0	SPU_021309	Sp-Hox8	Hox8	homeobox-HOXL	homeobox 8	FALSE	TRUE	FALSE	0	0
HER_16405.t1	1	0	0	SPU_012639	Sp-Exoc7	Exoc7	Exo70 exocyst complex 	exocyst complex component 7, Exo70, sec70	FALSE	FALSE	FALSE	0	0
HER_16406.t1	1	0	0	SPU_025982	none	NA	none	none	FALSE	TRUE	FALSE	0	0
HER_16407.t1	2	0	0	SPU_016169	Sp-Pgs1	Pgs1	none	phosphatidylglycerophosphate synthase	FALSE	FALSE	FALSE	0	0
HER_16418.t1	3	0	0	SPU_016166	Sp-Wdr13	Wdr13	WD40 superfamily	WD repeat domain 13	FALSE	TRUE	FALSE	0	0
HER_16419.t1	4	0	0	SPU_003213	Sp-Erf3	Erf3	translational GTPases	eukaryotic release factor 3,  polypeptide chain release factor 3, Gspt, G1 to S phase transition	FALSE	TRUE	FALSE	0	0
HER_16423.t1	2	0	0	SPU_028556	Sp-Hypp_1233	Hypp_1233	none	hypothetical protein-1233	FALSE	FALSE	FALSE	0	0
HER_16424.t1	1	0	0	SPU_028555	Sp-Coq7	Coq7	none	COQ7 protein	FALSE	TRUE	FALSE	0	0
HER_16429.t1	7	0	0	SPU_019999	Sp-Phscd1	Phscd1	none	pleckstrin homology, Sec7 and coiled/coil domains 1	FALSE	FALSE	FALSE	1	0.142857142857143
HER_16431.t1_HER_16434.t1	5	0	0	SPU_026184	Sp-Pgap1	Pgap1	esterase-lipase superfamily	PI inositol-deacylase PGAP1; GPI deacylase; post-GPI attachment to proteins factor 1	FALSE	TRUE	FALSE	0	0
HER_16433.t1	1	0	0	SPU_006712	Sp-Cyth1L	Cyth1L	PH-like superfamily	cytohesin 1-like; pleckstrin homology, Sec7 and coiled-coil domains 1-like	FALSE	TRUE	FALSE	0	0
HER_16436.t1	2	0	0	SPU_019996	Sp-AAT-amino acid transporter	AAT	AA_permease superfamily	amino acid transporter (mosquito)-like	FALSE	TRUE	FALSE	1	0.5
HER_40062.t1	3	0	0	SPU_002630	Sp-Hox8_1	Hox8_1	homeobox-HOXL	homeobox 8 (second model)	FALSE	TRUE	FALSE	0	0
HER_16438.t1	5	1	0.2	SPU_013383	none	NA	none	none	FALSE	TRUE	FALSE	1	0.2
HER_16442.t1	2	0	0	SPU_013385	none	NA	none	none	FALSE	FALSE	FALSE	0	0
HER_40063.t1	4	0	0	SPU_002632	Sp-Hox11/13a	Hox11/13a	homeobox-HOXL	homeobox 11/13a	FALSE	TRUE	FALSE	0	0
HER_16444.t1	4	3	0.75	SPU_015009	Sp-Notchh1_10	Notchh1_10	CUB superfamily, EGF_CA superfamily	notch homolog 1-10	FALSE	TRUE	FALSE	0	0
HER_16455.t1	2	0	0	SPU_011940	Sp-Usp22	Usp22	none	ubiquitin specific protease 22	FALSE	FALSE	FALSE	1	0.5
HER_16456.t1	11	0	0	SPU_023905	Sp-Fringe	Fringe	none	none	TRUE	FALSE	FALSE	0	0
HER_40064.t1	11	2	0.181818181818182	SPU_002631	Sp-Hox11/13b	Hox11/13b	homeobox-HOXL	homeobox 11/13b	TRUE	TRUE	FALSE	0	0
HER_37379.t1	2	0	0	SPU_017642	Sp-Smad2/3	Smad2/3	SMAD	SMAD family member 2/3-like, Madh2/3, Sp-smad2.3	TRUE	FALSE	TRUE	0	0
HER_16472.t1	1	0	0	SPU_011109	Sp-Hypp_1960	Hypp_1960	7TM GPCR_1 superfamily	hypothetical protein-1960; G-protein coupled receptor-like	FALSE	TRUE	FALSE	0	0
HER_40065.t1	4	1	0.25	SPU_002631	Sp-Hox11/13b	Hox11/13b	homeobox-HOXL	homeobox 11/13b	TRUE	TRUE	FALSE	0	0
HER_16479.t1	2	0	0	SPU_010496	Sp-Leng9L	Leng9L	RWD superfamily, DUF504 superfamily	leukocyte receptor cluster (LRC) member 9-like	FALSE	FALSE	FALSE	0	0
HER_16485.t1	1	0	0	SPU_000063	Sp-Rdh8	Rdh8	none	retinol dehydrogenase 8 (all-trans)	FALSE	FALSE	FALSE	0	0
HER_16497.t1	1	0	0	SPU_024566	Sp-Cub/Gpcr	Cub/Gpcr	GPCR	none	FALSE	TRUE	FALSE	0	0
HER_16499.t1	1	0	0	SPU_024567	Sp-ClvhH1	ClvhH1	histone H1	none	FALSE	TRUE	FALSE	0	0
HER_16500.t1	7	0	0	SPU_004374	Sp-Hypp_1519	Hypp_1519	none	hypothetical protein-1519	FALSE	TRUE	FALSE	0	0
HER_16503.t1	3	0	0	SPU_004375	Sp-Abca3L	Abca3L	none	ATP-binding cassette, sub-family A (ABC1), member 3-like	FALSE	TRUE	FALSE	0	0
HER_16504.t1	1	0	0	SPU_023616	Sp-Dnttip2	Dnttip2	Fcf2 superfamily	deoxynucleotidyltransferase, terminal, interacting protein 2; estrogen receptor-binding protein; TdT interacting factor 2	FALSE	FALSE	FALSE	0	0
HER_16505.t1	6	0	0	SPU_023618	Sp-Tektin3	Tektin3	Tektin	none	FALSE	TRUE	FALSE	1	0.166666666666667
HER_16509.t1	1	1	1	SPU_015647	none	NA	none	none	FALSE	TRUE	FALSE	0	0
HER_16513.t1	4	0	0	SPU_024303	Sp-Smg1	Smg1	PI3Kc-like superfamily	SMG1 homolog, phosphatidylinositol 3-kinase-related kinase (C. elegans); PI-3-kinase-related kinase SMG-1	FALSE	TRUE	FALSE	1	0.25
HER_16514.t1	2	0	0	SPU_008067	none	NA	none	none	FALSE	TRUE	FALSE	0	0
